ID,Model,Year,Engine_Volume,Engine_Type,Horse_Power,Gearbox,Transmitter,Mileage,Price
5977,Mercedes EQC 400 4MATIC,2022,,Elektro,408.0,Reduktor,Tam,27000,59 500 USD
5978,Geely Okavango,2023,1.5,Hibrid,190.0,Avtomat,Ön,0,39 900 AZN
5979,Li Auto L7,2023,1.5,Plug-in Hibrid,450.0,Avtomat,Tam,0,51 500 USD
5980,Land Rover Range Rover,2016,3.0,Benzin,340.0,Avtomat,Tam,150000,51 700 USD
5981,BMW 530e,2018,2.0,Plug-in Hibrid,275.0,Avtomat,Arxa,68000,35 900 USD
5982,Jeep Grand Cherokee,2012,3.6,Benzin,286.0,Avtomat,Tam,191364,29 600 AZN
5983,Hyundai Elantra,2016,2.0,Benzin,150.0,Avtomat,Ön,42300,24 650 AZN
5984,Mercedes CLS 350,2005,3.5,Benzin,272.0,Avtomat,Arxa,285000,16 000 AZN
5985,Mercedes E 200 d,2000,2.2,Dizel,143.0,Avtomat,Arxa,360000,17 300 AZN
5986,LADA (VAZ) 2107,2011,1.6,Benzin,75.0,Mexaniki,Arxa,62000,7 500 AZN
5987,Toyota Land Cruiser,2011,4.0,Benzin,282.0,Avtomat,Tam,245000,30 000 USD
5988,Chevrolet Aveo,2011,1.6,Benzin,115.0,Avtomat,Ön,230000,12 300 AZN
5989,Jaguar I-Pace,2023,,Elektro,400.0,Reduktor,Tam,0,109 200 USD
5990,Mercedes S 500,2014,4.7,Benzin,408.0,Avtomat,Arxa,104000,48 500 USD
5991,GAZ 24,1976,2.4,Benzin,75.0,Mexaniki,Arxa,200000,5 200 AZN
5992,Jaguar E-Pace,2023,2.0,Benzin,200.0,Avtomat,Tam,0,76 900 USD
5993,Jaguar F-Pace,2023,2.0,Plug-in Hibrid,404.0,Avtomat,Tam,0,96 700 USD
5994,Hyundai Elantra,2015,1.8,Benzin,150.0,Avtomat,Ön,114000,20 400 AZN
5995,Hyundai Santa Fe,2015,2.0,Dizel,184.0,Avtomat,Ön,155000,38 500 AZN
5996,Land Rover Range Rover,2006,4.2,Benzin,396.0,Avtomat,Tam,278500,27 000 AZN
5997,Kia Seltos,2020,2.0,Benzin,150.0,Avtomat,Ön,135000,37 000 AZN
5998,Toyota Prius,2008,1.5,Hibrid,76.0,Variator,Ön,220000,12 500 AZN
5999,Lexus RC 200t,2016,2.0,Benzin,245.0,Avtomat,Arxa,98000,26 500 USD
6000,GAZ 3110,1998,2.4,Benzin,100.0,Mexaniki,Arxa,500000,2 750 AZN
6001,BMW 520,2012,2.0,Benzin,245.0,Avtomat,Arxa,178000,18 900 USD
6002,Nissan Armada,2005,5.6,Benzin,316.0,Avtomat,Tam,228000,22 500 AZN
6003,LADA (VAZ) 2107,2008,1.6,Benzin,75.0,Mexaniki,Arxa,99000,4 900 AZN
6004,Honda Civic,2005,1.3,Hibrid,88.0,Avtomat,Ön,300000,10 500 AZN
6005,Mitsubishi Outlander,2022,2.5,Benzin,184.0,Avtomat,Tam,29500,36 500 USD
6006,Hyundai Santa Fe,2008,2.0,Dizel,184.0,Avtomat,Ön,193000,23 500 AZN
6007,Land Rover Discovery,2013,3.0,Dizel,245.0,Avtomat,Tam,265000,26 000 USD
6008,Lexus LS 460,2010,4.6,Benzin,381.0,Avtomat,Arxa,178000,29 000 AZN
6009,Opel Vita,1998,1.4,Benzin,90.0,Avtomat,Ön,275693,5 700 AZN
6010,Kia Sorento,2014,2.0,Dizel,186.0,Avtomat,Ön,151481,34 200 AZN
6011,Mercedes S 350,2004,3.7,Benzin,245.0,Avtomat,Arxa,204710,16 500 AZN
6012,Nissan Note,2018,1.2,Hibrid,98.0,Avtomat,Ön,41000,18 300 AZN
6013,Kia Carnival,2023,2.2,Dizel,202.0,Avtomat,Ön,0,87 900 AZN
6014,Isuzu NPR 75 K,2023,5.2,Dizel,155.0,Mexaniki,Arxa,0,67 000 AZN
6015,Chery Tiggo 7 Pro e+,2023,1.5,Plug-in Hibrid,326.0,Avtomat,Ön,0,49 900 AZN
6016,ZX Auto Terralord,2022,2.5,Dizel,146.0,Mexaniki,Tam,0,45 900 AZN
6017,Land Rover Discovery Sport,2017,2.0,Benzin,240.0,Avtomat,Tam,162000,24 900 USD
6018,Chevrolet Cruze,2012,1.4,Benzin,140.0,Avtomat,Ön,137000,14 300 AZN
6019,Ford Transit,2007,2.4,Dizel,140.0,Mexaniki,Arxa,168000,25 200 AZN
6020,Toyota Camry,2017,2.5,Benzin,214.0,Avtomat,Ön,69500,29 900 AZN
6021,Ford Transit,2003,2.4,Dizel,140.0,Mexaniki,Arxa,457611,19 000 AZN
6022,Skoda Kodiaq,2022,1.4,Benzin,150.0,Avtomat,Ön,25200,51 000 AZN
6023,Bestune T33,2019,1.6,Benzin,188.0,Avtomat,Ön,47370,25 900 AZN
6024,Mercedes E 220 d,2004,2.2,Dizel,170.0,Avtomat,Arxa,216935,22 800 AZN
6025,Mercedes S 350,2004,3.7,Benzin,245.0,Avtomat,Arxa,204710,16 500 AZN
6026,Nissan Note,2018,1.2,Hibrid,98.0,Avtomat,Ön,41000,18 300 AZN
6027,Kia Cerato,2011,1.6,Benzin,126.0,Avtomat,Ön,232000,9 999 AZN
6028,Nissan Altima,2019,2.5,Benzin,182.0,Avtomat,Ön,17000,26 000 USD
6029,Opel Astra,2000,1.6,Benzin,101.0,Mexaniki,Ön,307973,10 700 AZN
6030,Hyundai Kona,2019,2.0,Benzin,149.0,Avtomat,Tam,69500,30 500 AZN
6031,Mercedes S 500,2015,4.7,Benzin,455.0,Avtomat,Arxa,97900,47 700 USD
6032,LADA (VAZ) 2106,1997,1.6,Benzin,75.0,Mexaniki,Arxa,123000,8 200 AZN
6033,Mercedes Sprinter 313,2011,2.2,Dizel,129.0,Mexaniki,Arxa,259000,31 900 AZN
6034,BMW 530,2018,2.0,Benzin,249.0,Avtomat,Arxa,81100,37 800 USD
6035,Toyota Prius,2008,1.5,Hibrid,76.0,Variator,Ön,250000,10 300 AZN
6036,Toyota Avensis,2012,2.0,Benzin,152.0,Avtomat,Ön,197000,21 500 AZN
6037,Mercedes Sprinter 315,2009,2.2,Dizel,170.0,Avtomat,Tam,298000,28 400 AZN
6038,Hyundai Elantra,2018,2.0,Benzin,150.0,Avtomat,Ön,48280,25 500 AZN
6039,Kia Sorento,2014,2.2,Dizel,202.0,Avtomat,Tam,168091,36 300 AZN
6040,Jeep Wrangler,2023,2.0,Benzin,272.0,Avtomat,Tam,0,80 400 USD
6041,Ford Fusion (North America),2014,2.0,Benzin,240.0,Avtomat,Ön,297000,20 500 AZN
6042,Jeep Wrangler,2023,2.0,Benzin,272.0,Avtomat,Tam,0,76 700 USD
6043,Mercedes E 200,1992,2.0,Benzin,136.0,Avtomat,Arxa,456125,6 700 AZN
6044,Volkswagen Passat,2003,1.8,Benzin,170.0,Avtomat,Ön,298000,6 900 AZN
6045,Kia Picanto,2014,1.1,Benzin,69.0,Avtomat,Ön,93000,12 800 AZN
6046,Hyundai Grandeur,2012,2.4,Benzin,180.0,Avtomat,Ön,167435,25 500 AZN
6047,XPeng G9,2023,,Elektro,313.0,Reduktor,Arxa,0,49 900 USD
6048,Hyundai i10,2012,1.2,Benzin,86.0,Avtomat,Ön,108300,14 300 AZN
6049,Peugeot 3008,2022,1.6,Benzin,150.0,Avtomat,Ön,0,48 900 AZN
6050,DFSK Glory 330 S Cargo,2022,1.5,Benzin,115.0,Mexaniki,Arxa,0,25 400 AZN
6051,Hyundai Tucson,2024,2.0,Benzin,154.0,Avtomat,Ön,0,51 200 AZN
6052,Volkswagen Touareg,2024,2.0,Benzin,252.0,Avtomat,Tam,0,119 900 AZN
6053,Land Rover Discovery,2011,4.0,Benzin,216.0,Avtomat,Tam,178000,19 800 USD
6054,Toyota Prius,2007,1.5,Hibrid,76.0,Variator,Ön,220000,11 500 AZN
6055,Suzuki AN 400,2014,0.4,Benzin,33.0,Avtomat,Tam,58100,5 900 AZN
6056,Toyota Corolla,2007,1.4,Dizel,90.0,Mexaniki,Ön,23500,15 800 AZN
6057,Chevrolet Cruze,2014,1.4,Benzin,140.0,Avtomat,Ön,213801,14 500 AZN
6058,Toyota Corolla,2010,1.8,Benzin,136.0,Avtomat,Ön,249000,16 500 AZN
6059,Toyota Corolla Fielder,2016,1.5,Benzin,74.0,Avtomat,Ön,173000,20 500 AZN
6060,BMW X5,2021,3.0,Benzin,340.0,Avtomat,Tam,30000,60 900 USD
6061,Hyundai Grandeur,2012,2.4,Benzin,180.0,Avtomat,Ön,167435,25 500 AZN
6062,XPeng G9,2023,,Elektro,313.0,Reduktor,Arxa,0,49 900 USD
6063,Hyundai i10,2012,1.2,Benzin,86.0,Avtomat,Ön,108300,14 300 AZN
6064,Volkswagen Bora,2022,1.6,Benzin,113.0,Avtomat,Ön,0,19 900 USD
6065,Kia Sportage,2011,2.0,Benzin,163.0,Avtomat,Tam,267681,23 700 AZN
6066,Hyundai Azera,2012,2.4,Benzin,180.0,Avtomat,Ön,203002,22 900 AZN
6067,Volkswagen ID.4,2023,,Elektro,204.0,Avtomat,Arxa,0,31 500 USD
6068,BMW 740,2022,3.0,Benzin,340.0,Avtomat,Tam,39437,69 700 USD
6069,DFSK E5,2023,1.5,Plug-in Hibrid,174.0,Avtomat,Ön,0,47 000 AZN
6070,Ford Fusion (North America),2014,2.0,Benzin,240.0,Avtomat,Ön,169000,20 500 AZN
6071,BMW X7,2019,3.0,Benzin,340.0,Avtomat,Tam,55012,87 700 USD
6072,Honda Insight,2010,1.3,Hibrid,88.0,Variator,Ön,297000,15 400 AZN
6073,Dodge Charger,2022,3.6,Benzin,292.0,Avtomat,Arxa,0,58 600 USD
6074,DFSK E5,2023,1.5,Plug-in Hibrid,174.0,Avtomat,Ön,0,47 000 AZN
6075,Mitsubishi Mirage,2018,1.2,Benzin,78.0,Avtomat,Ön,55500,14 700 AZN
6076,Hyundai Sonata,2015,2.0,Benzin,165.0,Avtomat,Ön,164654,28 900 AZN
6077,Hyundai Tucson,2016,2.0,Benzin,150.0,Avtomat,Tam,78000,16 900 AZN
6078,Mercedes C 180,1999,1.8,Benzin,122.0,Avtomat,Arxa,325423,11 900 AZN
6079,Kia Cerato,2022,2.0,Benzin,150.0,Avtomat,Ön,9331,31 700 AZN
6080,GAC Trumpchi ES9,2023,2.0,Plug-in Hibrid,372.0,Avtomat,Ön,0,74 800 AZN
6081,BMW 750,2009,4.8,Benzin,407.0,Avtomat,Arxa,217500,18 800 AZN
6082,Dodge Durango,2022,3.6,Benzin,295.0,Avtomat,Tam,0,68 700 USD
6083,BMW X5,2021,3.0,Benzin,340.0,Avtomat,Tam,30000,65 800 USD
6084,Nissan Tiida,2011,1.8,Benzin,126.0,Avtomat,Ön,167800,14 900 AZN
6085,Changan Qiyuan Q05,2024,1.5,Plug-in Hibrid,215.0,Avtomat,Ön,0,20 900 USD
6086,Leapmotor C11,2024,,Elektro,272.0,Reduktor,Arxa,0,59 900 AZN
6087,Changan CS 95,2023,2.0,Benzin,233.0,Avtomat,Tam,0,72 900 AZN
6088,Audi Q8 e-tron,2023,,Elektro,340.0,Reduktor,Tam,0,61 900 EUR
6089,BMW 535,2011,3.0,Benzin,306.0,Avtomat,Arxa,238000,17 500 USD
6090,Opel Astra,2008,1.7,Dizel,85.0,Mexaniki,Ön,282000,9 800 AZN
6091,Hyundai Sonata,2018,2.0,Benzin,274.0,Avtomat,Ön,122402,28 800 AZN
6092,Chevrolet Cruze,2016,1.4,Benzin,153.0,Avtomat,Ön,230000,17 500 AZN
6093,Kawasaki Ninja ZX-10R,2022,1.0,Benzin,200.0,Mexaniki,Arxa,10000,25 500 USD
6094,BMW X5,2008,3.0,Benzin,272.0,Avtomat,Tam,279000,27 500 AZN
6095,Mercedes C 180,1996,1.8,Benzin,122.0,Avtomat,Arxa,288500,9 700 AZN
6096,Volkswagen Passat (North America),2016,1.8,Benzin,180.0,Avtomat,Ön,216000,17 800 AZN
6097,Nissan Tiida,2011,1.8,Benzin,126.0,Avtomat,Ön,167800,14 900 AZN
6098,Toyota Auris,2007,1.4,Dizel,90.0,Mexaniki,Ön,195432,12 900 AZN
6099,Hyundai i40,2012,1.7,Dizel,136.0,Avtomat,Ön,295026,22 000 AZN
6100,Mercedes S 63 AMG,2015,5.5,Benzin,585.0,Avtomat,Tam,68395,58 900 USD
6101,BYD Song Plus,2022,1.5,Plug-in Hibrid,177.0,Avtomat,Ön,0,28 700 USD
6102,Dodge Ram,2023,3.6,Benzin,305.0,Avtomat,Tam,0,84 100 USD
6103,Mercedes S 350 d 4MATIC,2015,3.0,Dizel,249.0,Avtomat,Tam,177351,51 700 USD
6104,Kia K7,2021,2.5,Hibrid,200.0,Avtomat,Ön,31000,58 000 AZN
6105,Mercedes 190,1991,2.0,Benzin,122.0,Avtomat,Arxa,321000,5 500 AZN
6106,Jeep Wrangler,2011,3.8,Benzin,202.0,Avtomat,Tam,206609,28 700 USD
6107,Audi Q5 e-tron,2023,,Elektro,204.0,Reduktor,Arxa,5000,42 000 USD
6108,Hyundai Santa Fe,2014,2.0,Dizel,184.0,Avtomat,Ön,134000,31 000 AZN
6109,Land Rover Range Rover,2019,3.0,Benzin,340.0,Avtomat,Tam,34000,78 900 USD
6110,BMW 528,2013,2.0,Benzin,245.0,Avtomat,Tam,183556,19 900 USD
6111,Dodge Durango,2022,3.6,Benzin,290.0,Avtomat,Tam,0,68 700 USD
6112,HiPhi Z,2023,,Elektro,672.0,Reduktor,Tam,0,89 500 USD
6113,Mercedes GL 500 4MATIC,2010,5.5,Benzin,388.0,Avtomat,Tam,255345,30 700 AZN
6114,Karry Dolphin,2022,,Elektro,102.0,Reduktor,Arxa,0,47 000 AZN
6115,Hyundai Elantra,2014,1.8,Benzin,150.0,Avtomat,Ön,171200,20 600 AZN
6116,Hyundai Santa Fe,2016,2.0,Dizel,184.0,Avtomat,Ön,169381,34 200 AZN
6117,Changan Uni-K,2022,2.0,Benzin,226.0,Avtomat,Tam,20000,55 800 AZN
6118,Dodge Ram,2022,3.6,Benzin,305.0,Avtomat,Tam,0,80 000 USD
6119,Volkswagen ID.4,2022,,Elektro,204.0,Reduktor,Arxa,0,30 000 USD
6120,Chevrolet Malibu,2016,1.5,Benzin,160.0,Avtomat,Ön,175000,17 700 AZN
6121,Avatr 11,2023,,Elektro,578.0,Reduktor,Tam,0,57 000 USD
6122,Kia Rio,2011,1.4,Benzin,107.0,Avtomat,Ön,141000,16 900 AZN
6123,Volvo XC90,2024,2.0,Hibrid,254.0,Avtomat,Tam,0,66 513 EUR
6124,Maple X3 Pro,2024,1.5,Benzin,110.0,Avtomat,Ön,0,25 900 AZN
6125,Mercedes E 200 d,2017,2.0,Dizel,150.0,Avtomat,Arxa,144000,29 999 USD
6126,Toyota RAV4,2019,2.0,Benzin,146.0,Avtomat,Ön,59000,25 800 USD
6127,Ravon Nexia R3,2020,1.5,Benzin,107.0,Mexaniki,Ön,87000,13 500 AZN
6128,Ford Transit,2003,2.4,Dizel,140.0,Mexaniki,Arxa,457611,19 000 AZN
6129,Audi A6,2021,2.0,Benzin,252.0,Avtomat,Ön,36000,42 500 USD
6130,Ford Kuga,2013,1.6,Benzin,182.0,Avtomat,Tam,142230,21 400 AZN
6131,Tesla Model S,2015,,Elektro,700.0,Reduktor,Tam,44387,35 000 USD
6132,Toyota Prius,2008,1.5,Hibrid,76.0,Variator,Ön,333134,12 400 AZN
6133,Karry Dolphin,2022,,Elektro,102.0,Reduktor,Arxa,0,47 000 AZN
6134,Hyundai Elantra,2014,1.8,Benzin,150.0,Avtomat,Ön,171200,20 600 AZN
6135,Hyundai Santa Fe,2016,2.0,Dizel,184.0,Avtomat,Ön,169381,34 200 AZN
6136,Changan Uni-K,2022,2.0,Benzin,226.0,Avtomat,Tam,20000,55 800 AZN
6137,Dodge Ram,2022,3.6,Benzin,305.0,Avtomat,Tam,0,80 000 USD
6138,Volkswagen ID.4,2022,,Elektro,204.0,Reduktor,Arxa,0,30 000 USD
6139,Chevrolet Malibu,2016,1.5,Benzin,160.0,Avtomat,Ön,175000,17 700 AZN
6140,Kia Sorento,2012,2.0,Dizel,184.0,Avtomat,Ön,193235,30 800 AZN
6141,Kia Sorento,2014,2.0,Dizel,184.0,Avtomat,Tam,180351,34 700 AZN
6142,Lexus ES 300h,2022,2.5,Hibrid,215.0,Avtomat,Ön,16000,43 000 USD
6143,BMW 528,2012,2.0,Benzin,245.0,Avtomat,Tam,250000,25 500 AZN
6144,Dodge Challenger,2023,3.6,Benzin,305.0,Avtomat,Arxa,0,69 500 USD
6145,Li Auto L8,2023,1.5,Plug-in Hibrid,450.0,Avtomat,Tam,1600,58 000 USD
6146,Kia K5,2022,1.6,Benzin,180.0,Avtomat,Ön,6946,28 700 USD
6147,Dodge Challenger,2023,3.6,Benzin,305.0,Avtomat,Arxa,0,66 000 USD
6148,Lotus Eletre,2023,,Elektro,612.0,Reduktor,Tam,0,136 000 USD
6149,Kia K5,2015,2.0,Benzin,180.0,Avtomat,Ön,137968,28 700 AZN
6150,Dodge Ram,2022,3.6,Benzin,305.0,Avtomat,Tam,0,80 000 USD
6151,Dodge Charger,2023,3.6,Benzin,292.0,Avtomat,Arxa,0,62 900 USD
6152,Mercedes C 200,1998,2.0,Benzin,136.0,Avtomat,Arxa,500000,11 900 AZN
6153,Toyota Camry,2022,2.5,Benzin,211.0,Avtomat,Ön,7700,42 000 USD
6154,Kia Carnival,2015,2.2,Dizel,202.0,Avtomat,Ön,216284,39 700 AZN
6155,Geely Radar RD6,2023,,Elektro,268.0,Reduktor,Ön,0,58 000 AZN
6156,Kia Cerato,2016,2.0,Benzin,150.0,Avtomat,Ön,138871,23 700 AZN
6157,Alfa Romeo Giulia,2023,2.9,Benzin,505.0,Avtomat,Arxa,0,95 100 EUR
6158,Kia Sorento,2015,2.0,Dizel,184.0,Avtomat,Ön,112998,33 900 AZN
6159,Volvo XC90,2023,2.0,Plug-in Hibrid,455.0,Avtomat,Tam,0,83 027 EUR
6160,Opel Astra,1999,1.6,Benzin,101.0,Mexaniki,Ön,384000,7 800 AZN
6161,Toyota Camry,2020,2.5,Hibrid,218.0,Avtomat,Ön,57000,45 000 AZN
6162,Kia Cerato,2017,2.0,Benzin,150.0,Avtomat,Ön,94951,22 500 AZN
6163,Land Rover Range Rover,2015,3.0,Dizel,249.0,Avtomat,Tam,140000,52 000 USD
6164,Porsche Cayenne Turbo,2015,4.8,Benzin,570.0,Avtomat,Tam,110000,49 000 USD
6165,DongFeng Nano Box,2024,,Elektro,45.0,Reduktor,Ön,0,23 900 AZN
6166,Changan Qiyuan A06,2023,1.5,Plug-in Hibrid,170.0,Avtomat,Ön,0,20 750 USD
6167,Ford Transit,2009,2.2,Dizel,125.0,Mexaniki,Ön,220000,19 000 AZN
6168,Mitsubishi Pajero,2008,3.0,Benzin,178.0,Avtomat,Arxa,225000,25 800 AZN
6169,Mercedes C 200,1998,2.0,Benzin,136.0,Avtomat,Arxa,500000,11 900 AZN
6170,Toyota Camry,2022,2.5,Benzin,211.0,Avtomat,Ön,7700,42 000 USD
6171,Kia Carnival,2015,2.2,Dizel,202.0,Avtomat,Ön,216284,39 700 AZN
6172,Geely Radar RD6,2023,,Elektro,268.0,Reduktor,Ön,0,58 000 AZN
6173,Kia Cerato,2016,2.0,Benzin,150.0,Avtomat,Ön,138871,23 700 AZN
6174,Land Rover Discovery,2018,2.0,Benzin,300.0,Avtomat,Tam,65000,52 500 USD
6175,Mercedes E 200,2012,1.8,Benzin,184.0,Avtomat,Arxa,170646,27 700 AZN
6176,Kia Sorento,2015,2.2,Dizel,197.0,Avtomat,Tam,137000,46 000 AZN
6177,Mercedes C 300,2016,2.0,Benzin,245.0,Avtomat,Arxa,88117,22 700 USD
6178,Changan F70 (Hunter),2022,1.9,Dizel,150.0,Mexaniki,Tam,58421,34 700 AZN
6179,Hyundai i30,2011,1.6,Dizel,116.0,Mexaniki,Ön,219000,15 500 AZN
6180,Toyota Camry,2016,2.5,Benzin,200.0,Avtomat,Arxa,110000,23 500 USD
6181,Hyundai ix35,2010,2.0,Benzin,184.0,Avtomat,Tam,185000,24 000 AZN
6182,BMW 740,2020,3.0,Benzin,340.0,Avtomat,Tam,36814,86 700 USD
6183,Kia Picanto,2008,1.1,Benzin,65.0,Avtomat,Ön,132000,5 300 AZN
6184,Kia Stinger,2020,2.0,Benzin,247.0,Avtomat,Ön,34113,41 700 AZN
6185,Toyota Camry,2021,2.5,Benzin,181.0,Avtomat,Ön,71258,35 800 USD
6186,Hyundai Tucson,2019,2.0,Benzin,150.0,Avtomat,Tam,88000,41 000 AZN
6187,Chevrolet Malibu,2016,1.5,Benzin,160.0,Avtomat,Ön,142000,19 500 AZN
6188,Kia Carnival,2016,2.2,Dizel,202.0,Avtomat,Ön,175000,39 700 AZN
6189,Toyota Camry,2020,2.5,Hibrid,218.0,Avtomat,Ön,77000,29 000 USD
6190,Mercedes E 300 de,2022,2.0,Plug-in Hibrid,306.0,Avtomat,Arxa,1383,67 700 USD
6191,Toyota Corolla Cross,2023,2.0,Hibrid,199.0,Variator,Ön,0,27 700 USD
6192,Kia Sportage,2015,2.0,Dizel,184.0,Avtomat,Ön,207000,32 000 AZN
6193,Mercedes G 63 AMG,2019,4.0,Benzin,585.0,Avtomat,Ön,98500,198 000 USD
6194,Isuzu NMR 77 H,2022,3.0,Dizel,105.0,Mexaniki,Arxa,0,65 500 AZN
6195,Geely Monjaro,2024,2.0,Benzin,238.0,Avtomat,Tam,0,74 900 AZN
6196,Voyah Free,2024,1.5,Plug-in Hibrid,490.0,Avtomat,Tam,0,43 500 USD
6197,Toyota Prius,2010,1.8,Hibrid,99.0,Variator,Ön,302000,13 900 AZN
6198,Lexus GX 460,2014,4.6,Benzin,296.0,Avtomat,Tam,128000,48 500 USD
6199,Mercedes ML 350,2014,3.5,Benzin,306.0,Avtomat,Tam,180000,41 800 AZN
6200,Toyota Land Cruiser Prado,2021,2.7,Benzin,163.0,Avtomat,Tam,92000,71 800 AZN
6201,Mercedes S 500 4MATIC,2006,5.5,Benzin,388.0,Avtomat,Tam,290000,20 500 AZN
6202,Toyota Camry,2022,2.5,Benzin,211.0,Avtomat,Ön,7700,42 000 USD
6203,Mercedes Vito 111,2010,2.2,Dizel,116.0,Avtomat,Arxa,332240,30 700 AZN
6204,Jeep Wrangler,2011,3.8,Benzin,202.0,Avtomat,Tam,276000,23 000 USD
6205,Toyota Camry,2020,2.5,Hibrid,218.0,Avtomat,Ön,77000,29 000 USD
6206,Mercedes E 300 de,2022,2.0,Plug-in Hibrid,306.0,Avtomat,Arxa,1383,67 700 USD
6207,Toyota Corolla Cross,2023,2.0,Hibrid,199.0,Variator,Ön,0,27 700 USD
6208,Kia Sportage,2015,2.0,Dizel,184.0,Avtomat,Ön,207000,32 000 AZN
6209,Toyota Corolla Cross,2023,2.0,Hibrid,199.0,Variator,Ön,0,26 700 USD
6210,MG 5,2014,1.5,Benzin,106.0,Avtomat,Ön,71842,14 700 AZN
6211,Hyundai Sonata,2015,1.7,Dizel,141.0,Robot,Ön,170000,26 700 AZN
6212,Toyota Land Cruiser Prado,2009,2.7,Benzin,163.0,Avtomat,Tam,240000,33 000 AZN
6213,Toyota Camry,2022,2.5,Benzin,200.0,Avtomat,Ön,33374,43 700 USD
6214,Fiat Doblo,2014,1.4,Benzin,95.0,Mexaniki,Ön,180000,14 900 AZN
6215,Land Rover Discovery Sport,2022,2.0,Benzin,240.0,Avtomat,Tam,594,46 700 USD
6216,Hyundai Tucson,2024,2.0,Benzin,154.0,Avtomat,Ön,0,48 900 AZN
6217,Toyota Camry,2022,2.5,Benzin,204.0,Avtomat,Ön,29700,40 900 USD
6218,Kia K5,2014,2.0,Hibrid,163.0,Avtomat,Ön,160407,29 700 AZN
6219,BMW 328,2014,2.0,Dizel,190.0,Avtomat,Arxa,205000,28 800 AZN
6220,Kia Soul,2013,1.6,Benzin,140.0,Avtomat,Ön,88676,18 500 AZN
6221,Kia Optima,2016,2.0,Hibrid,192.0,Avtomat,Ön,93057,30 900 AZN
6222,Honda CR-V,2013,2.4,Benzin,180.0,Avtomat,Tam,168415,30 900 AZN
6223,LADA (VAZ) Niva,2023,1.7,Benzin,83.0,Mexaniki,Tam,0,23 700 AZN
6224,Honda Accord,2017,2.0,Hibrid,212.0,Avtomat,Ön,121953,30 900 AZN
6225,Chevrolet Malibu,2017,1.8,Hibrid,124.0,Avtomat,Ön,210206,23 300 AZN
6226,BMW 528,2015,2.0,Benzin,245.0,Avtomat,Arxa,107000,20 000 USD
6227,Honda HR-V,2014,1.5,Hibrid,132.0,Avtomat,Ön,129249,25 900 AZN
6228,Kia Sorento,2015,2.0,Dizel,184.0,Avtomat,Tam,175896,38 700 AZN
6229,GAC Trumpchi ES9,2023,2.0,Plug-in Hibrid,372.0,Avtomat,Ön,0,74 800 AZN
6230,Dodge Challenger,2023,3.6,Benzin,305.0,Avtomat,Arxa,0,66 000 USD
6231,Hyundai Accent,2017,1.6,Benzin,138.0,Avtomat,Ön,108000,19 500 AZN
6232,Toyota Highlander,2023,2.5,Hibrid,249.0,Avtomat,Tam,0,65 540 USD
6233,Mercedes C 240,1997,2.4,Benzin,170.0,Avtomat,Arxa,514000,8 500 AZN
6234,Hyundai Accent,2014,1.4,Benzin,108.0,Avtomat,Ön,98200,20 300 AZN
6235,Hyundai Santa Fe,2015,2.0,Dizel,184.0,Avtomat,Ön,173000,32 500 AZN
6236,Kia Optima,2016,1.7,Dizel,141.0,Robot,Ön,160000,26 000 AZN
6237,Mercedes E 300 d,1999,3.0,Dizel,147.0,Avtomat,Arxa,354000,13 800 AZN
6238,BMW 328,2012,2.0,Benzin,245.0,Avtomat,Arxa,176400,27 000 AZN
6239,Toyota Prius,2010,1.8,Hibrid,99.0,Variator,Ön,218000,17 500 AZN
6240,Mercedes E 300 4MATIC,2018,2.0,Benzin,245.0,Avtomat,Tam,13675,37 300 USD
6241,Honda Accord,2017,2.0,Hibrid,212.0,Avtomat,Ön,121953,30 900 AZN
6242,Chevrolet Malibu,2017,1.8,Hibrid,124.0,Avtomat,Ön,210206,23 300 AZN
6243,BMW 528,2015,2.0,Benzin,245.0,Avtomat,Arxa,107000,20 000 USD
6244,Honda HR-V,2014,1.5,Hibrid,132.0,Avtomat,Ön,129249,25 900 AZN
6245,Kia Sorento,2015,2.0,Dizel,184.0,Avtomat,Tam,175896,38 700 AZN
6246,Land Rover Discovery,2018,3.0,Dizel,306.0,Avtomat,Tam,93000,50 000 USD
6247,Kia Sorento,2016,2.0,Benzin,265.0,Avtomat,Tam,95000,32 400 AZN
6248,BMW X5,2005,3.0,Benzin,231.0,Avtomat,Tam,222982,19 700 AZN
6249,LADA (VAZ) 2106,1985,1.5,Benzin,65.0,Mexaniki,Arxa,99000,1 950 AZN
6250,Mercedes E 280,2007,3.0,Dizel,190.0,Avtomat,Arxa,350000,20 300 AZN
6251,Ford Fusion (North America),2019,1.5,Benzin,181.0,Avtomat,Ön,107000,20 700 AZN
6252,Mercedes E 300 d,1999,3.0,Dizel,147.0,Avtomat,Arxa,354000,13 800 AZN
6253,BMW 520,2014,2.0,Dizel,190.0,Avtomat,Tam,134000,23 800 USD
6254,Mercedes C 300,2018,2.0,Benzin,245.0,Avtomat,Arxa,107000,35 000 USD
6255,Kia K7,2016,2.2,Dizel,202.0,Avtomat,Ön,182000,23 000 USD
6256,Jeep Cherokee,2015,2.4,Benzin,184.0,Avtomat,Tam,131900,29 000 AZN
6257,Chevrolet Cobalt,2023,1.5,Benzin,106.0,Avtomat,Ön,38100,23 600 AZN
6258,Toyota Corolla Cross,2024,2.0,Hibrid,193.0,Avtomat,Ön,0,25 700 USD
